Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized
acceptable,B2,3000,0,NN,N,N,N,N,A3,A3,,False
acceptance,C1,5000,9,general,N,Y,Y,Y,A4,B1,,True
acceptation,NN,0,0,NN,N,N,N,N,C5,NN,,True
acceptor,NN,0,9,science,N,N,N,N,C3,NN,,True
access,B1,3000,0,NN,Y,N,N,N,A1,A1,,True
accessibility,NN,0,0,NN,N,N,N,N,B2,B1,,True
accessible,C1,5000,9,general,N,Y,Y,Y,B1,B1,,True
accession,NN,0,0,NN,N,N,N,N,B2,C1,,True
accessorize,NN,0,0,NN,N,N,N,N,C4,NN,,True
accessory,NN,0,0,NN,N,N,Y,N,B1,B2,,True
accident,A2,3000,0,NN,Y,N,N,N,A2,A2,,True
accidental,NN,0,0,NN,N,N,N,N,B2,B2,,True
accidentally,B2,5000,0,NN,N,Y,N,N,B2,B1,,False
acclaim,NN,0,6,social_studies,N,Y,Y,N,B2,B2,,True
acclamation,NN,0,0,NN,N,N,N,N,C3,C2,,True
acclimate,NN,0,0,NN,N,N,N,N,C3,C1,,True
acclimatization,NN,0,0,NN,N,N,N,N,C4,NN,,True
acclimatize,NN,0,0,NN,N,N,N,N,C2,C2,,True
accolade,NN,0,0,NN,N,N,N,N,C1,C1,,True
accommodate,B2,5000,9,general,N,Y,Y,Y,B1,B1,,True
accommodation,B2,5000,6,social_studies,N,N,N,N,A2,A3,,True
accompaniment,NN,0,0,NN,N,Y,N,N,B3,C1,,True
accompanist,NN,0,0,NN,N,N,N,N,C3,C2,,True
accompany,B2,3000,0,NN,N,N,N,N,A2,A3,,True
accomplice,NN,0,0,NN,N,N,N,N,C1,C1,,True
accomplish,B2,5000,0,NN,N,N,N,N,A3,A2,,True
accomplishment,C1,5000,0,NN,N,Y,Y,Y,B1,B1,,True
accord,NN,0,0,NN,N,N,N,N,A1,A1,,True
accordance,NN,0,0,NN,N,N,N,Y,B1,B2,,True
accordant,NN,0,0,NN,N,N,N,N,C5,NN,,False
according,NN,0,0,NN,Y,N,N,N,NN,NN,,True
accordingly,C1,5000,0,NN,N,N,Y,Y,B1,B2,,False
accordion,NN,0,0,NN,N,N,N,N,C1,C1,,True
accordionist,NN,0,0,NN,N,N,N,N,C4,C2,,True
accost,NN,0,0,NN,N,N,N,N,C2,C1,,True
account,B1,3000,0,NN,Y,N,N,N,A1,A1,,True
accountability,C1,5000,0,NN,N,N,N,Y,B1,B1,,True
accountable,C1,5000,9,social_studies,N,N,N,Y,B1,B1,,True
accountancy,NN,0,0,NN,N,N,N,N,B3,C2,,True
accountant,B2,5000,0,NN,N,Y,Y,Y,B1,B1,,True
accoutrement,NN,0,0,NN,N,N,N,N,C2,C3,,True
accredit,NN,0,0,NN,N,N,N,N,C1,C1,,True
accreditation,NN,0,0,NN,N,N,N,N,C1,B3,,True
accrete,NN,0,0,NN,N,N,N,N,C3,NN,,True
accretion,NN,0,9,science,N,N,N,N,C1,NN,,True
accretionary,NN,0,0,NN,N,N,N,N,C5,NN,,False
accrual,NN,0,0,NN,N,N,N,Y,C1,NN,,True
accrue,NN,0,0,NN,N,N,N,Y,B2,B3,,True
acculturate,NN,0,0,NN,N,N,N,N,C5,C3,,True
acculturation,NN,0,0,NN,N,N,N,N,C4,NN,,True
accumulate,C1,5000,0,NN,N,Y,Y,Y,A4,A4,,True
accumulation,C1,5000,9,science,N,Y,N,Y,A4,A4,,True
accumulative,NN,0,0,NN,N,N,N,N,C4,C2,,False
accumulator,NN,0,0,NN,N,N,N,N,C3,C3,,True
accuracy,B2,5000,5,general,N,Y,Y,Y,A4,A4,,True
accurate,B2,3000,4,general,Y,N,N,N,A3,A2,,True
accurately,B2,5000,6,general,N,Y,Y,Y,A4,A4,,False
accurse,NN,0,0,NN,N,N,N,N,C4,NN,,False
accursed,NN,0,9,social_studies,N,N,N,N,NN,NN,,False
accusation,C1,5000,6,social_studies,N,N,N,Y,B1,B1,,True
accusative,NN,0,0,NN,N,N,N,N,C2,NN,,True
accusatory,NN,0,0,NN,N,N,N,N,C3,NN,,False
accuse,B2,3000,5,social_studies,N,N,N,N,A2,A2,,True
accused,C1,5000,0,NN,N,N,N,N,NN,NN,,True
accuser,NN,0,0,NN,N,N,N,N,C1,B3,,True
accusingly,NN,0,0,NN,N,N,N,N,C4,NN,,False
accustom,NN,0,0,NN,N,Y,Y,N,B1,B1,,True
ace,NN,0,0,NN,N,N,N,N,B2,B1,,True
acerbic,NN,0,0,NN,N,N,N,N,C2,C2,,False
acetaldehyde,NN,0,0,NN,N,N,N,N,C4,NN,,True
acetaminophen,NN,0,0,NN,N,N,N,N,C3,C2,,True
acetate,NN,0,9,science,N,N,N,N,C1,C1,,True
acetic,NN,0,9,science,N,N,N,N,C2,NN,,False
acetone,NN,0,0,NN,N,N,N,N,C4,NN,,True
acetyl,NN,0,0,NN,N,N,N,N,C3,C2,,True
acetylate,NN,0,0,NN,N,N,N,N,C4,NN,,True
acetylation,NN,0,0,NN,N,N,N,N,C4,NN,,True
acetylcholine,NN,0,0,NN,N,N,N,N,C3,C2,,True
acetylene,NN,0,9,science,N,N,N,N,C4,NN,,True
ache,NN,0,0,NN,N,N,N,N,B1,B1,,True
achievable,NN,0,0,NN,N,N,N,N,C1,B3,,False
achieve,A2,3000,5,general,Y,N,N,N,A1,A2,,True
achievement,B1,3000,6,general,N,N,N,N,A2,A3,,True
achiever,NN,0,0,NN,N,N,N,N,C1,C1,,True
achy,NN,0,0,NN,N,N,N,N,C3,C2,,False
acid,B2,5000,4,science,N,Y,N,Y,A3,A3,,True
acidic,NN,0,5,science,N,Y,N,N,A4,A4,,False
acidification,NN,0,0,NN,N,N,N,N,C2,C2,,True
acidify,NN,0,0,NN,N,N,N,N,C3,C3,,True
acidity,NN,0,6,science,N,N,N,N,C1,C1,,True
acidly,NN,0,0,NN,N,N,N,N,C4,NN,,False
acidophilic,NN,0,0,NN,N,N,N,N,C4,NN,,False
acidosis,NN,0,0,NN,N,N,N,N,C4,NN,,True
acinar,NN,0,0,NN,N,N,N,N,C4,NN,,False
acinus,NN,0,0,NN,N,N,N,N,C4,NN,,True
acknowledge,B2,3000,9,general,N,N,N,N,A2,A2,,True
acknowledgement,NN,0,9,general,N,N,N,N,B2,B2,,True
acknowledgment,NN,0,0,NN,N,N,N,N,B3,C1,,True
acme,NN,0,0,NN,N,N,N,N,C4,NN,,True
acne,NN,0,0,NN,N,N,N,N,C1,C1,,True
acolyte,NN,0,0,NN,N,N,N,N,C2,C2,,True
aconite,NN,0,0,NN,N,N,N,N,C4,C3,,True
acorn,NN,0,2,science,N,Y,N,N,C1,C1,,True
acoustic,NN,0,0,NN,N,Y,N,N,B1,B2,,True
acoustical,NN,0,0,NN,N,N,N,N,C4,NN,,False
acoustically,NN,0,0,NN,N,N,N,N,C2,C2,,False
acquaint,NN,0,0,NN,N,N,N,N,B2,B3,,True
acquaintance,NN,0,0,NN,N,Y,N,N,B1,B2,,True
acquaintanceship,NN,0,0,NN,N,N,N,N,C4,NN,,True
acquiesce,NN,0,9,social_studies,N,N,N,N,C1,C2,,True
acquiescence,NN,0,0,NN,N,N,N,N,C1,C2,,True
acquiescent,NN,0,0,NN,N,N,N,N,C4,NN,,False
acquire,B2,3000,6,general,Y,N,N,N,A2,A3,,True
acquiree,NN,0,0,NN,N,N,N,N,C4,NN,,False
acquirer,NN,0,0,NN,N,N,N,N,C2,C3,,True
acquisition,C1,5000,0,NN,N,N,N,N,A3,A3,,True
acquisitive,NN,0,0,NN,N,N,N,N,C3,NN,,False
acquisitiveness,NN,0,0,NN,N,N,N,N,C4,NN,,True
acquit,NN,0,9,social_studies,N,N,N,N,B2,B2,,True
acquittal,NN,0,0,NN,N,N,N,N,C1,C1,,True
acre,B2,5000,5,math,N,Y,N,Y,B1,B1,,True
acreage,NN,0,0,NN,N,N,N,N,C1,C1,,True
acrid,NN,0,0,NN,N,N,N,N,C2,NN,,False
acrimonious,NN,0,0,NN,N,N,N,N,C2,C1,,False
acrimony,NN,0,0,NN,N,N,N,N,C2,C2,,True
acrobat,NN,0,0,NN,N,N,N,N,C2,C1,,True
acrobatic,NN,0,0,NN,N,N,N,N,C2,C1,,True
acronym,NN,0,9,general,N,Y,N,N,B3,B3,,True
acropolis,NN,0,6,social_studies,N,N,N,N,C3,NN,,True
acrosome,NN,0,0,NN,N,N,N,N,C1,NN,,True
across,A1,3000,0,NN,Y,N,N,N,A1,A1,,False
acrylamide,NN,0,0,NN,N,N,N,N,C4,NN,,True
acrylic,NN,0,0,NN,N,N,N,N,C1,C1,,True
act,A2,3000,0,NN,Y,N,N,N,A1,A1,,True
actin,NN,0,9,science,N,N,N,N,C3,NN,,True
actinic,NN,0,0,NN,N,N,N,N,C3,C3,,False
actinide,NN,0,9,science,N,N,N,N,NN,NN,,True
actinomycin,NN,0,0,NN,N,N,N,N,C4,NN,,True
action,A1,3000,0,NN,N,N,N,N,A1,A1,,True
actionable,NN,0,0,NN,N,N,N,N,C2,C1,,False
activate,B2,5000,6,science,N,N,Y,N,A4,A4,,True
activation,C1,5000,6,science,N,N,N,N,B1,B3,,True
activator,NN,0,0,NN,N,N,N,N,C2,C3,,True
active,A2,3000,3,general,Y,N,N,N,A2,A2,,True
actively,NN,0,0,NN,N,Y,Y,Y,A4,A4,,False
activeness,NN,0,0,NN,N,N,N,N,C5,NN,,True
activism,NN,0,9,social_studies,N,N,N,N,B3,B2,,True
activist,C1,5000,6,social_studies,N,Y,N,Y,B1,A4,,True
activity,A1,3000,1,general,N,N,N,N,A1,A1,,True
actor,A1,3000,0,NN,N,N,N,N,A2,A2,,True
actress,A1,3000,0,NN,N,Y,Y,N,A4,B1,,True
actual,B2,3000,4,general,Y,N,N,N,A2,A2,,True
actuality,NN,0,0,NN,N,N,N,N,C1,C1,,True
actualization,NN,0,0,NN,N,N,N,N,C3,NN,,True
actualize,NN,0,0,NN,N,N,N,N,C2,C2,,True
actually,A2,3000,0,NN,N,N,N,N,A1,A1,,False
actuarial,NN,0,0,NN,N,N,N,N,C1,C1,,False
actuary,NN,0,0,NN,N,N,N,N,C2,C1,,True
actuate,NN,0,0,NN,N,N,N,N,C3,NN,,True
actuator,NN,0,0,NN,N,N,N,N,C2,NN,,True
acuity,NN,0,0,NN,N,N,N,N,C2,C1,,True
acumen,NN,0,0,NN,N,N,N,N,C1,C1,,True
acupuncture,NN,0,6,social_studies,N,Y,N,N,C1,C1,,True
acute,C1,5000,4,general,N,Y,N,N,A4,A4,,True
acutely,NN,0,0,NN,N,N,N,N,B3,B3,,False
acuteness,NN,0,0,NN,N,N,N,N,C4,NN,,True
acyclic,NN,0,0,NN,N,N,N,N,C4,NN,,False
acyclovir,NN,0,0,NN,N,N,N,N,C3,NN,,True
acyl,NN,0,0,NN,N,N,N,N,C4,NN,,True
ad,B1,3000,0,NN,N,N,N,N,A2,A2,,True
adage,NN,0,9,general,N,N,N,N,C1,B3,,True
adamant,NN,0,0,NN,N,N,N,N,B3,B2,,True
adamantine,NN,0,0,NN,N,N,N,N,C4,NN,,False
adamantly,NN,0,0,NN,N,N,N,N,C2,C1,,False
adams,NN,0,0,NN,N,Y,N,N,NN,NN,,True
adapt,B2,3000,2,science,Y,N,N,N,A3,A3,,True
adaptability,NN,0,0,NN,N,N,N,N,C1,C2,,True
adaptable,NN,0,0,NN,N,Y,N,N,C1,C1,,False
adaptation,C1,5000,3,general,N,Y,N,N,A4,A4,,True
adaptational,NN,0,0,NN,N,N,N,N,C4,NN,,False
adapter,NN,0,0,NN,N,N,Y,N,C1,C1,,True
adaption,NN,0,0,NN,N,N,N,N,C3,C3,,True
adaptive,NN,0,9,science,N,N,N,N,A4,A4,,False
adaptively,NN,0,0,NN,N,N,N,N,C4,NN,,False
adaptor,NN,0,0,NN,N,N,N,N,C1,C1,,True
add,A1,3000,0,NN,Y,N,N,N,A1,A1,,True
addend,NN,0,2,math,N,N,N,N,NN,NN,,True
addendum,NN,0,0,NN,N,N,N,N,C2,C1,,True
adder,NN,0,0,NN,N,N,N,N,C2,C2,,True
addict,NN,0,0,NN,N,N,N,N,B1,B1,,True
addiction,B2,5000,0,NN,N,N,N,N,B1,B1,,True
addictive,NN,0,0,NN,N,N,N,N,B2,B2,,False
addition,B1,3000,1,general,N,N,N,N,A1,A2,,True
additional,B2,3000,5,general,N,N,N,N,A2,A2,,False
additionally,B2,5000,9,general,N,Y,Y,N,B1,B3,,False
additive,NN,0,0,NN,N,Y,N,N,B2,B3,,True
addle,NN,0,0,NN,N,N,N,N,C3,NN,,True
address,A1,3000,0,NN,N,N,N,N,A1,A1,,True
addressee,NN,0,0,NN,N,N,N,N,C1,C2,,True
adduce,NN,0,0,NN,N,N,N,N,C1,C3,,True
adduct,NN,0,0,NN,N,N,N,N,C4,NN,,True
adduction,NN,0,0,NN,N,N,N,N,C4,NN,,True
ade,NN,0,0,NN,N,N,N,N,C4,NN,,True
adelgid,NN,0,0,NN,N,N,N,N,C5,C2,,True
adenine,NN,0,9,science,N,N,N,N,C4,NN,,True
adenocarcinoma,NN,0,0,NN,N,N,N,N,C4,NN,,True
adenoid,NN,0,0,NN,N,N,N,N,C5,C2,,True
adenoidectomy,NN,0,0,NN,N,N,N,N,C4,NN,,True
adenoma,NN,0,0,NN,N,N,N,N,C3,NN,,True
adenomatous,NN,0,0,NN,N,N,N,N,C4,NN,,False
adenosine,NN,0,9,science,N,N,N,N,C3,NN,,True
adenovirus,NN,0,0,NN,N,N,N,N,C3,C2,,True
adept,NN,0,0,NN,N,N,N,N,B3,C1,,True
adequacy,NN,0,0,NN,N,N,N,N,C1,C2,,True
adequate,B2,5000,6,general,N,N,N,N,A3,A3,,False
adequately,B2,5000,9,general,N,Y,N,Y,B1,B1,,False
adhere,C1,5000,0,NN,N,Y,Y,Y,B1,B1,,True
adherence,NN,0,0,NN,N,N,N,N,B3,C1,,True
adherent,NN,0,0,NN,N,N,N,N,C1,C2,,True
adhesion,NN,0,9,science,N,N,N,N,C1,C2,,True
adhesive,NN,0,9,science,N,N,N,N,C1,C1,,True
adhocracy,NN,0,0,NN,N,N,N,N,C5,NN,,True
adiabatic,NN,0,9,science,N,N,N,N,C3,NN,,False
adieu,NN,0,0,NN,N,N,N,N,C3,NN,,True
adipose,NN,0,0,NN,N,N,N,N,C4,NN,,False
adjacency,NN,0,9,math,N,N,N,N,C4,NN,,True
adjacent,C1,5000,6,math,N,Y,Y,N,A4,A4,,True
adjectival,NN,0,0,NN,N,N,N,N,C2,NN,,False
adjective,NN,0,0,NN,N,Y,N,N,B1,B2,,True
adjoin,NN,0,9,general,N,N,N,N,B2,B3,,True
adjoint,NN,0,0,NN,N,N,N,N,C4,NN,,False
adjourn,NN,0,9,social_studies,N,N,N,N,B3,B2,,True
adjournment,NN,0,9,social_studies,N,N,N,N,C2,C1,,True
adjudge,NN,0,0,NN,N,N,N,N,C3,NN,,True
adjudicate,NN,0,0,NN,N,N,N,N,C1,C1,,True
adjudication,NN,0,0,NN,N,N,N,N,C1,C2,,True
adjudicative,NN,0,0,NN,N,N,N,N,C3,NN,,False
adjudicator,NN,0,0,NN,N,N,N,N,C2,C3,,True
adjunct,NN,0,0,NN,N,N,N,N,B3,C1,,True
adjunctive,NN,0,0,NN,N,N,N,N,C4,NN,,False
adjure,NN,0,0,NN,N,N,N,N,C4,NN,,True
adjust,B2,5000,5,general,Y,N,N,N,A3,A3,,True
adjustable,NN,0,0,NN,N,N,N,N,B3,B3,,True
adjuster,NN,0,0,NN,N,N,N,N,C2,C2,,True
adjustment,C1,5000,9,general,N,N,N,N,A3,A3,,True
adjutant,NN,0,0,NN,N,N,N,N,C1,NN,,True
adjuvant,NN,0,0,NN,N,N,N,N,C3,NN,,True
adman,NN,0,0,NN,N,N,N,N,C4,NN,,True
admin,NN,0,0,NN,N,N,N,N,C2,C1,,True
administer,C1,5000,9,general,N,Y,Y,Y,B1,B1,,True
administrate,NN,0,0,NN,N,N,N,N,C3,C2,,True
administration,B1,3000,4,social_studies,Y,N,N,N,A2,A1,,True
administrative,C1,5000,6,social_studies,N,Y,Y,Y,A4,B1,,False
administratively,NN,0,0,NN,N,N,N,N,C2,C2,,False
administrator,C1,5000,6,social_studies,N,Y,Y,Y,B1,B1,,True
admirable,NN,0,0,NN,N,N,N,N,B2,B3,,False
admirably,NN,0,0,NN,N,N,N,N,C1,C2,,False
admiral,NN,0,6,social_studies,N,N,N,N,C1,B3,,True
admiralty,NN,0,0,NN,N,N,N,N,C3,C3,,True
admiration,NN,0,0,NN,N,N,N,N,B1,B2,,True
admire,B1,3000,6,general,N,N,N,N,A3,A3,,True
admirer,NN,0,0,NN,N,N,N,N,B2,B3,,True
admiringly,NN,0,0,NN,N,N,N,N,C2,NN,,False
admissibility,NN,0,0,NN,N,N,N,N,C2,NN,,True
admissible,NN,0,0,NN,N,N,N,N,C1,C1,,False
admission,C1,5000,4,social_studies,N,Y,Y,Y,A3,A4,,True
admit,B1,3000,4,social_studies,Y,N,N,N,A2,A2,,True
admittance,NN,0,0,NN,N,N,N,N,C2,C3,,True
admittedly,NN,0,0,NN,N,N,N,N,B2,B2,,False
admixture,NN,0,0,NN,N,N,N,N,C3,NN,,True
admonish,NN,0,0,NN,N,N,N,N,C1,C2,,True
admonishment,NN,0,0,NN,N,N,N,N,C4,NN,,True
admonition,NN,0,0,NN,N,N,N,N,C1,C1,,True
admonitory,NN,0,0,NN,N,N,N,N,C4,NN,,False
ado,NN,0,0,NN,N,N,N,N,C2,C1,,True
adobe,NN,0,3,social_studies,N,Y,N,N,C1,C2,,True
adolescence,NN,0,6,science,N,Y,N,N,B1,B2,,True
adolescent,C1,5000,0,NN,N,Y,N,N,A4,A4,,True
adopt,B2,3000,0,NN,Y,N,N,N,A2,A2,,True
