Word,Level,Version
mouse,A1,3000
mouth,A1,3000
move,A1,3000
movie,A1,3000
much,A1,3000
museum,A1,3000
music,A1,3000
must,A1,3000
my,A1,3000
name,A1,3000
natural,A1,3000
near,A1,3000
need,A1,3000
negative,A1,3000
neighbor,A1,3000
neighborhood,A1,3000
never,A1,3000
new,A1,3000
news,A1,3000
newspaper,A1,3000
next,A1,3000
nice,A1,3000
night,A1,3000
nine,A1,3000
nineteen,A1,3000
ninety,A1,3000
no,A1,3000
no one,A1,3000
nobody,A1,3000
north,A1,3000
nose,A1,3000
not,A1,3000
note,A1,3000
nothing,A1,3000
november,A1,3000
now,A1,3000
number,A1,3000
nurse,A1,3000
object,A1,3000
ocean,A1,3000
o’clock,A1,3000
october,A1,3000
of,A1,3000
off,A1,3000
office,A1,3000
often,A1,3000
oh,A1,3000
ok,A1,3000
old,A1,3000
on,A1,3000
once,A1,3000
one,A1,3000
onion,A1,3000
online,A1,3000
only,A1,3000
open,A1,3000
opinion,A1,3000
opposite,A1,3000
or,A1,3000
orange,A1,3000
order,A1,3000
other,A1,3000
our,A1,3000
out,A1,3000
outside,A1,3000
over,A1,3000
own,A1,3000
page,A1,3000
paint,A1,3000
painting,A1,3000
pair,A1,3000
pants,A1,3000
paper,A1,3000
paragraph,A1,3000
parent,A1,3000
park,A1,3000
part,A1,3000
partner,A1,3000
party,A1,3000
passport,A1,3000
past,A1,3000
pay,A1,3000
pen,A1,3000
pencil,A1,3000
people,A1,3000
pepper,A1,3000
perfect,A1,3000
period,A1,3000
person,A1,3000
personal,A1,3000
phone,A1,3000
photo,A1,3000
photograph,A1,3000
phrase,A1,3000
piano,A1,3000
picture,A1,3000
piece,A1,3000
pig,A1,3000
pink,A1,3000
place,A1,3000
plan,A1,3000
plane,A1,3000
plant,A1,3000
play,A1,3000
player,A1,3000
please,A1,3000
point,A1,3000
police,A1,3000
policeman,A1,3000
pool,A1,3000
poor,A1,3000
popular,A1,3000
positive,A1,3000
possible,A1,3000
post,A1,3000
potato,A1,3000
pound,A1,3000
practice,A1,3000
prefer,A1,3000
prepare,A1,3000
present,A1,3000
pretty,A1,3000
price,A1,3000
probably,A1,3000
problem,A1,3000
product,A1,3000
program,A1,3000
project,A1,3000
purple,A1,3000
put,A1,3000
quarter,A1,3000
question,A1,3000
quick,A1,3000
quickly,A1,3000
quiet,A1,3000
quite,A1,3000
radio,A1,3000
rain,A1,3000
read,A1,3000
reader,A1,3000
reading,A1,3000
ready,A1,3000
real,A1,3000
really,A1,3000
reason,A1,3000
red,A1,3000
relax,A1,3000
remember,A1,3000
repeat,A1,3000
report,A1,3000
restaurant,A1,3000
result,A1,3000
return,A1,3000
rice,A1,3000
rich,A1,3000
ride,A1,3000
right,A1,3000
river,A1,3000
road,A1,3000
room,A1,3000
routine,A1,3000
rule,A1,3000
run,A1,3000
sad,A1,3000
salad,A1,3000
salt,A1,3000
same,A1,3000
sandwich,A1,3000
saturday,A1,3000
say,A1,3000
school,A1,3000
science,A1,3000
scientist,A1,3000
second,A1,3000
section,A1,3000
see,A1,3000
sell,A1,3000
send,A1,3000
sentence,A1,3000
september,A1,3000
seven,A1,3000
seventeen,A1,3000
seventy,A1,3000
share,A1,3000
she,A1,3000
sheep,A1,3000
shirt,A1,3000
shoe,A1,3000
shop,A1,3000
shopping,A1,3000
short,A1,3000
should,A1,3000
show,A1,3000
shower,A1,3000
sick,A1,3000
similar,A1,3000
sing,A1,3000
singer,A1,3000
sister,A1,3000
sit,A1,3000
situation,A1,3000
six,A1,3000
sixteen,A1,3000
sixty,A1,3000
skill,A1,3000
skirt,A1,3000
sleep,A1,3000
slow,A1,3000
small,A1,3000
smart,A1,3000
snake,A1,3000
snow,A1,3000
so,A1,3000
some,A1,3000
somebody,A1,3000
someone,A1,3000
something,A1,3000
sometimes,A1,3000
son,A1,3000
song,A1,3000
soon,A1,3000
sorry,A1,3000
sound,A1,3000
soup,A1,3000
south,A1,3000
space,A1,3000
speak,A1,3000
special,A1,3000
spell,A1,3000
spelling,A1,3000
spend,A1,3000
sport,A1,3000
spring,A1,3000
stand,A1,3000
star,A1,3000
start,A1,3000
statement,A1,3000
station,A1,3000
stay,A1,3000
still,A1,3000
stop,A1,3000
store,A1,3000
story,A1,3000
street,A1,3000
strong,A1,3000
student,A1,3000
study,A1,3000
style,A1,3000
subject,A1,3000
success,A1,3000
sugar,A1,3000
summer,A1,3000
sun,A1,3000
sunday,A1,3000
supermarket,A1,3000
sure,A1,3000
sweater,A1,3000
swim,A1,3000
swimming,A1,3000
table,A1,3000
take,A1,3000
talk,A1,3000
tall,A1,3000
taxi,A1,3000
tea,A1,3000
teach,A1,3000
teacher,A1,3000
team,A1,3000
teenager,A1,3000
telephone,A1,3000
television,A1,3000
tell,A1,3000
ten,A1,3000
tennis,A1,3000
terrible,A1,3000
test,A1,3000
text,A1,3000
than,A1,3000
thank,A1,3000
thanks,A1,3000
that,A1,3000
the,A1,3000
theater,A1,3000
their,A1,3000
them,A1,3000
then,A1,3000
there,A1,3000
they,A1,3000
thing,A1,3000
think,A1,3000
third,A1,3000
thirsty,A1,3000
thirteen,A1,3000
thirty,A1,3000
this,A1,3000
thousand,A1,3000
three,A1,3000
through,A1,3000
thursday,A1,3000
ticket,A1,3000
time,A1,3000
tired,A1,3000
title,A1,3000
to,A1,3000
today,A1,3000
together,A1,3000
toilet,A1,3000
tomato,A1,3000
tomorrow,A1,3000
tonight,A1,3000
too,A1,3000
tooth,A1,3000
topic,A1,3000
tourist,A1,3000
town,A1,3000
traffic,A1,3000
train,A1,3000
travel,A1,3000
tree,A1,3000
trip,A1,3000
truck,A1,3000
true,A1,3000
try,A1,3000
t-shirt,A1,3000
tuesday,A1,3000
turn,A1,3000
tv,A1,3000
twelve,A1,3000
twenty,A1,3000
twice,A1,3000
two,A1,3000
type,A1,3000
umbrella,A1,3000
uncle,A1,3000
under,A1,3000
understand,A1,3000
university,A1,3000
until,A1,3000
up,A1,3000
upstairs,A1,3000
us,A1,3000
use,A1,3000
useful,A1,3000
usually,A1,3000
vacation,A1,3000
vegetable,A1,3000
very,A1,3000
video,A1,3000
visit,A1,3000
visitor,A1,3000
wait,A1,3000
waiter,A1,3000
wake,A1,3000
walk,A1,3000
wall,A1,3000
want,A1,3000
warm,A1,3000
wash,A1,3000
watch,A1,3000
water,A1,3000
way,A1,3000
we,A1,3000
wear,A1,3000
weather,A1,3000
website,A1,3000
wednesday,A1,3000
week,A1,3000
weekend,A1,3000
welcome,A1,3000
well,A1,3000
west,A1,3000
what,A1,3000
when,A1,3000
where,A1,3000
which,A1,3000
white,A1,3000
who,A1,3000
why,A1,3000
wife,A1,3000
will,A1,3000
win,A1,3000
window,A1,3000
wine,A1,3000
winter,A1,3000
with,A1,3000
without,A1,3000
woman,A1,3000
wonderful,A1,3000
word,A1,3000
work,A1,3000
worker,A1,3000
world,A1,3000
would,A1,3000
write,A1,3000
writer,A1,3000
writing,A1,3000
wrong,A1,3000
yard,A1,3000
yeah,A1,3000
year,A1,3000
yellow,A1,3000
yes,A1,3000
yesterday,A1,3000
you,A1,3000
young,A1,3000
your,A1,3000
yourself,A1,3000
ability,A2,3000
able,A2,3000
accept,A2,3000
accident,A2,3000
achieve,A2,3000
act,A2,3000
active,A2,3000
actually,A2,3000
advantage,A2,3000
adventure,A2,3000
advertise,A2,3000
advertisement,A2,3000
advertising,A2,3000
affect,A2,3000
against,A2,3000
ah,A2,3000
airline,A2,3000
alive,A2,3000
allow,A2,3000
almost,A2,3000
alone,A2,3000
along,A2,3000
already,A2,3000
alternative,A2,3000
although,A2,3000
among,A2,3000
amount,A2,3000
analyze,A2,3000
ancient,A2,3000
ankle,A2,3000
anybody,A2,3000
anymore,A2,3000
anyway,A2,3000
anywhere,A2,3000
app,A2,3000
appear,A2,3000
appearance,A2,3000
apply,A2,3000
architect,A2,3000
architecture,A2,3000
argue,A2,3000
argument,A2,3000
army,A2,3000
arrange,A2,3000
arrangement,A2,3000
asleep,A2,3000
assistant,A2,3000
athlete,A2,3000
attack,A2,3000
attend,A2,3000
attention,A2,3000
attractive,A2,3000
audience,A2,3000
author,A2,3000
available,A2,3000
average,A2,3000
avoid,A2,3000
award,A2,3000
awful,A2,3000
background,A2,3000
badly,A2,3000
based,A2,3000
bean,A2,3000
bear,A2,3000
beat,A2,3000
beef,A2,3000
behave,A2,3000
behavior,A2,3000
belong,A2,3000
belt,A2,3000
benefit,A2,3000
billion,A2,3000
biology,A2,3000
birth,A2,3000
bit,A2,3000
blank,A2,3000
block,A2,3000
blood,A2,3000
blow,A2,3000
board,A2,3000
boil,A2,3000
bone,A2,3000
borrow,A2,3000
boss,A2,3000
bottom,A2,3000
bowl,A2,3000
brain,A2,3000
bridge,A2,3000
bright,A2,3000
brilliant,A2,3000
broken,A2,3000
brush,A2,3000
burn,A2,3000
businessman,A2,3000
button,A2,3000
camp,A2,3000
camping,A2,3000
campus,A2,3000
candy,A2,3000
care,A2,3000
careful,A2,3000
carefully,A2,3000
carpet,A2,3000
cartoon,A2,3000
case,A2,3000
cash,A2,3000
catch,A2,3000
cause,A2,3000
celebrate,A2,3000
celebrity,A2,3000
cell,A2,3000
century,A2,3000
certain,A2,3000
certainly,A2,3000
chance,A2,3000
character,A2,3000
charity,A2,3000
chat,A2,3000
chef,A2,3000
chemistry,A2,3000
chip,A2,3000
choice,A2,3000
church,A2,3000
cigarette,A2,3000
circle,A2,3000
classical,A2,3000
clear,A2,3000
clearly,A2,3000
clerk,A2,3000
climate,A2,3000
closed,A2,3000
closet,A2,3000
clothing,A2,3000
cloud,A2,3000
coach,A2,3000
coast,A2,3000
code,A2,3000
colleague,A2,3000
collect,A2,3000
column,A2,3000
comedy,A2,3000
comfortable,A2,3000
comment,A2,3000
communicate,A2,3000
community,A2,3000
compete,A2,3000
competition,A2,3000
complain,A2,3000
completely,A2,3000
condition,A2,3000
conference,A2,3000
connect,A2,3000
connected,A2,3000
consider,A2,3000
contain,A2,3000
context,A2,3000
continent,A2,3000
continue,A2,3000
control,A2,3000
cookie,A2,3000
copy,A2,3000
corner,A2,3000
correctly,A2,3000
count,A2,3000
couple,A2,3000
cover,A2,3000
crazy,A2,3000
creative,A2,3000
credit,A2,3000
crime,A2,3000
criminal,A2,3000
cross,A2,3000
crowd,A2,3000
crowded,A2,3000
cry,A2,3000
curly,A2,3000
cycle,A2,3000
daily,A2,3000
danger,A2,3000
data,A2,3000
dead,A2,3000
deal,A2,3000
death,A2,3000
decision,A2,3000
deep,A2,3000
definitely,A2,3000
degree,A2,3000
dentist,A2,3000
department,A2,3000
depend,A2,3000
desert,A2,3000
designer,A2,3000
dessert,A2,3000
destroy,A2,3000
detective,A2,3000
develop,A2,3000
device,A2,3000
diary,A2,3000
differently,A2,3000
digital,A2,3000
direct,A2,3000
direction,A2,3000
director,A2,3000
disagree,A2,3000
disappear,A2,3000
disaster,A2,3000
discover,A2,3000
discovery,A2,3000
discussion,A2,3000
disease,A2,3000
distance,A2,3000
divorced,A2,3000
document,A2,3000
double,A2,3000
download,A2,3000
downtown,A2,3000
drama,A2,3000
drawing,A2,3000
dream,A2,3000
driving,A2,3000
drop,A2,3000
drug,A2,3000
dry,A2,3000
earn,A2,3000
earth,A2,3000
easily,A2,3000
education,A2,3000
effect,A2,3000
either,A2,3000
electric,A2,3000
electrical,A2,3000
electricity,A2,3000
electronic,A2,3000
elevator,A2,3000
employ,A2,3000
employee,A2,3000
employer,A2,3000
empty,A2,3000
ending,A2,3000
energy,A2,3000
engine,A2,3000
engineer,A2,3000
enormous,A2,3000
enter,A2,3000
environment,A2,3000
equipment,A2,3000
error,A2,3000
especially,A2,3000
essay,A2,3000
everyday,A2,3000
everywhere,A2,3000
evidence,A2,3000
exact,A2,3000
exactly,A2,3000
excellent,A2,3000
except,A2,3000
exist,A2,3000
expect,A2,3000
experience,A2,3000
experiment,A2,3000
expert,A2,3000
explanation,A2,3000
express,A2,3000
expression,A2,3000
extreme,A2,3000
extremely,A2,3000
factor,A2,3000
factory,A2,3000
fail,A2,3000
fair,A2,3000
fan,A2,3000
farming,A2,3000
fashion,A2,3000
fear,A2,3000
feature,A2,3000
feed,A2,3000
female,A2,3000
fever,A2,3000
fiction,A2,3000
field,A2,3000
fight,A2,3000
figure,A2,3000
film,A2,3000
finally,A2,3000
finger,A2,3000
fishing,A2,3000
fit,A2,3000
fix,A2,3000
flat,A2,3000
flu,A2,3000
flying,A2,3000
focus,A2,3000
following,A2,3000
foreign,A2,3000
forest,A2,3000
fork,A2,3000
formal,A2,3000
fortunately,A2,3000
forward,A2,3000
fresh,A2,3000
frog,A2,3000
furniture,A2,3000
further,A2,3000
gallery,A2,3000
gap,A2,3000
garbage,A2,3000
gas,A2,3000
gate,A2,3000
general,A2,3000
gift,A2,3000
goal,A2,3000
god,A2,3000
gold,A2,3000
golf,A2,3000
government,A2,3000
grass,A2,3000
greet,A2,3000
grocery,A2,3000
ground,A2,3000
guest,A2,3000
guide,A2,3000
gun,A2,3000
guy,A2,3000
habit,A2,3000
hall,A2,3000
happily,A2,3000
headache,A2,3000
heart,A2,3000
heat,A2,3000
heavy,A2,3000
height,A2,3000
helpful,A2,3000
hero,A2,3000
hers,A2,3000
herself,A2,3000
hide,A2,3000
hill,A2,3000
himself,A2,3000
hit,A2,3000
hockey,A2,3000
hold,A2,3000
hole,A2,3000
holiday,A2,3000
huge,A2,3000
human,A2,3000
hurt,A2,3000
ideal,A2,3000
identify,A2,3000
ill,A2,3000
illness,A2,3000
image,A2,3000
immediately,A2,3000
impossible,A2,3000
included,A2,3000
including,A2,3000
increase,A2,3000
incredible,A2,3000
independent,A2,3000
individual,A2,3000
industry,A2,3000
informal,A2,3000
injury,A2,3000
insect,A2,3000
inside,A2,3000
instead,A2,3000
instruction,A2,3000
instructor,A2,3000
instrument,A2,3000
intelligent,A2,3000
international,A2,3000
introduction,A2,3000
invent,A2,3000
invention,A2,3000
invitation,A2,3000
invite,A2,3000
involve,A2,3000
item,A2,3000
itself,A2,3000
jam,A2,3000
jazz,A2,3000
jewelry,A2,3000
joke,A2,3000
journalist,A2,3000
jump,A2,3000
kid,A2,3000
kill,A2,3000
kilometer,A2,3000
king,A2,3000
knee,A2,3000
knife,A2,3000
knock,A2,3000
knowledge,A2,3000
lab,A2,3000
lady,A2,3000
lake,A2,3000
lamp,A2,3000
laptop,A2,3000
laughter,A2,3000
law,A2,3000
lawyer,A2,3000
lazy,A2,3000
lead,A2,3000
leader,A2,3000
learning,A2,3000
least,A2,3000
lecture,A2,3000
lemon,A2,3000
lend,A2,3000
less,A2,3000
level,A2,3000
lifestyle,A2,3000
lift,A2,3000
likely,A2,3000
link,A2,3000
listener,A2,3000
lock,A2,3000
lost,A2,3000
loud,A2,3000
loudly,A2,3000
low,A2,3000
luck,A2,3000
lucky,A2,3000
mail,A2,3000
major,A2,3000
male,A2,3000
manage,A2,3000
manager,A2,3000
manner,A2,3000
mark,A2,3000
marry,A2,3000
material,A2,3000
math,A2,3000
mathematics,A2,3000
matter,A2,3000
mayor,A2,3000
media,A2,3000
medical,A2,3000
medicine,A2,3000
memory,A2,3000
mention,A2,3000
metal,A2,3000
method,A2,3000
middle,A2,3000
might,A2,3000
mind,A2,3000
mine,A2,3000
mirror,A2,3000
missing,A2,3000
monkey,A2,3000
moon,A2,3000
mostly,A2,3000
motorcycle,A2,3000
movement,A2,3000
musical,A2,3000
musician,A2,3000
myself,A2,3000
narrow,A2,3000
national,A2,3000
nature,A2,3000
nearly,A2,3000
necessary,A2,3000
neck,A2,3000
neither,A2,3000
nervous,A2,3000
network,A2,3000
noise,A2,3000
noisy,A2,3000
none,A2,3000
normal,A2,3000
normally,A2,3000
notice,A2,3000
novel,A2,3000
nowhere,A2,3000
nut,A2,3000
offer,A2,3000
officer,A2,3000
oil,A2,3000
onto,A2,3000
opportunity,A2,3000
option,A2,3000
ordinary,A2,3000
organization,A2,3000
organize,A2,3000
original,A2,3000
ourselves,A2,3000
oven,A2,3000
overseas,A2,3000
owner,A2,3000
pack,A2,3000
pain,A2,3000
painter,A2,3000
palace,A2,3000
parking,A2,3000
particular,A2,3000
pass,A2,3000
passenger,A2,3000
patient,A2,3000
pattern,A2,3000
peace,A2,3000
penny,A2,3000
per,A2,3000
percent,A2,3000
perform,A2,3000
perhaps,A2,3000
permission,A2,3000
personality,A2,3000
pet,A2,3000
physical,A2,3000
physics,A2,3000
pick,A2,3000
pilot,A2,3000
planet,A2,3000
plastic,A2,3000
plate,A2,3000
platform,A2,3000
pleased,A2,3000
pocket,A2,3000
polite,A2,3000
pollution,A2,3000
pop,A2,3000
population,A2,3000
position,A2,3000
possession,A2,3000
possibility,A2,3000
poster,A2,3000
power,A2,3000
predict,A2,3000
president,A2,3000
prevent,A2,3000
print,A2,3000
printer,A2,3000
prison,A2,3000
prize,A2,3000
process,A2,3000
produce,A2,3000
professional,A2,3000
professor,A2,3000
profile,A2,3000
progress,A2,3000
promise,A2,3000
pronounce,A2,3000
protect,A2,3000
provide,A2,3000
public,A2,3000
publish,A2,3000
pull,A2,3000
purpose,A2,3000
push,A2,3000
quality,A2,3000
quantity,A2,3000
queen,A2,3000
quietly,A2,3000
race,A2,3000
railroad,A2,3000
raise,A2,3000
rate,A2,3000
rather,A2,3000
reach,A2,3000
react,A2,3000
realize,A2,3000
receive,A2,3000
recent,A2,3000
recently,A2,3000
reception,A2,3000
recipe,A2,3000
recognize,A2,3000
recommend,A2,3000
record,A2,3000
recording,A2,3000
recycle,A2,3000
reduce,A2,3000
refer,A2,3000
refrigerator,A2,3000
refuse,A2,3000
region,A2,3000
regular,A2,3000
relationship,A2,3000
remove,A2,3000
repair,A2,3000
replace,A2,3000
reply,A2,3000
reporter,A2,3000
request,A2,3000
research,A2,3000
researcher,A2,3000
respond,A2,3000
response,A2,3000
rest,A2,3000
review,A2,3000
ring,A2,3000
rise,A2,3000
rock,A2,3000
role,A2,3000
roof,A2,3000
round,A2,3000
route,A2,3000
rude,A2,3000
runner,A2,3000
running,A2,3000
sadly,A2,3000
safe,A2,3000
sail,A2,3000
sailing,A2,3000
salary,A2,3000
sale,A2,3000
sauce,A2,3000
save,A2,3000
scared,A2,3000
scary,A2,3000
scene,A2,3000
schedule,A2,3000
score,A2,3000
screen,A2,3000
sea,A2,3000
search,A2,3000
season,A2,3000
seat,A2,3000
secret,A2,3000
secretary,A2,3000
seem,A2,3000
sense,A2,3000
separate,A2,3000
series,A2,3000
serious,A2,3000
serve,A2,3000
service,A2,3000
several,A2,3000
shake,A2,3000
shape,A2,3000
sheet,A2,3000
ship,A2,3000
shoulder,A2,3000
shout,A2,3000
shut,A2,3000
side,A2,3000
sign,A2,3000
silver,A2,3000
simple,A2,3000
since,A2,3000
singing,A2,3000
single,A2,3000
sir,A2,3000
site,A2,3000
size,A2,3000
ski,A2,3000
skiing,A2,3000
skin,A2,3000
sky,A2,3000
slowly,A2,3000
smartphone,A2,3000
smell,A2,3000
smile,A2,3000
smoke,A2,3000
smoking,A2,3000
sneaker,A2,3000
soap,A2,3000
soccer,A2,3000
social,A2,3000
society,A2,3000
sock,A2,3000
soft,A2,3000
