word,level
1,soon
1,song
1,son
1,some
1,soft
1,so
1,snow
1,smoke
1,smile
1,smell
1,small
1,slow
1,slip
1,slight
1,sleep
1,sky
1,skin
1,size
1,six
1,situation
1,sit
1,sister
1,sir
1,single
1,sing
1,since
1,simple
1,silly
1,sign
1,sight
1,side
1,sick
1,shy
1,shut
1,show
1,shout
1,shoulder
1,should
1,short
1,shop
1,shoot
1,shoe
1,shirt
1,ship
1,she
1,share
1,shape
1,shall
1,shake
1,sex
1,several
1,seven
1,settle
1,set
1,service
1,serve
1,serious
1,sense
1,send
1,sell
1,self
1,seem
1,see
1,secure
1,second
1,seat
1,sea
1,science
1,school
1,scare
1,say
1,save
1,saturday
1,same
1,sail
1,safe
1,sad
1,run
1,rule
1,rubbish
1,round
1,rough
1,room
1,roll
1,rock
1,road
1,river
1,rise
1,ring
1,rights
1,right
1,ride
1,rid
1,rich
1,return
1,rest
1,responsible
1,report
1,reply
1,rent
1,remember
1,relate
1,red
1,record
1,recent
1,reason
1,really
1,realise
1,real
1,ready
1,read
1,reach
1,rather
1,rate
1,raise
1,rain
1,radio
1,race
1,rabbit
1,quite
1,quiet
1,quick
1,question
1,queen
1,quarter
1,put
1,push
1,pull
1,public
1,protect
1,proper
1,promise
1,programme
1,problem
1,probably
1,prison
1,prince
1,price
1,pretty
1,press
1,present
1,prepare
1,power
1,pound
1,pot
1,post
1,possible
1,position
1,pop
1,poor
1,police
1,point
1,plus
1,plenty
1,please
1,play
1,plant
1,plan
1,place
1,piece
1,picture
1,pick
1,photograph
1,person
1,perhaps
1,perfect
1,people
1,penny
1,pay
1,past
1,pass
1,party
1,particular
1,part
1,park
1,parent
1,pardon
1,paper
1,pair
1,paint
1,pain
1,page
1,pack
1,owned
1,own
1,over
1,out
1,ought
1,other
1,order
1,orange
1,or
1,open
1,only
1,one
1,once
1,on
1,old
1,ok
1,oil
1,often
1,officer
1,office
1,offer
1,off
1,of
1,odd
1,obvious
1,nurse
1,number
1,now
1,notice
1,nothing
1,note
1,not
1,nose
1,north
1,normal
1,none
1,noise
1,nobody
1,no
1,nine
1,night
1,nice
1,next
1,news
1,new
1,never
1,neighbour
1,need
1,neck
1,necessary
1,neat
1,near
1,naughty
1,nature
1,nation
1,name
1,must
1,music
1,mum
1,much
1,mrs
1,movie
1,move
1,mouth
1,mountain
1,mother
1,most
1,morning
1,more
1,month
1,money
1,monday
1,moment
1,mister
1,mistake
1,miss
1,minute
1,mind
1,million
1,milk
1,mile
1,might
1,middle
1,mess
1,mention
1,member
1,meet
1,mean
1,meal
1,maybe
1,may
1,matter
1,master
1,marry
1,market
1,mark
1,many
1,manage
1,man
1,make
1,major
1,main
1,mad
1,machine
1,lunch
1,luck
1,low
1,lovely
1,love
1,loud
1,lot
1,lose
1,lord
1,look
1,long
1,lock
1,local
1,load
1,live
1,little
1,listen
1,list
1,lip
1,line
1,like
1,light
1,lift
1,life
1,lie
1,letter
1,let
1,less
1,leg
1,left
1,leave
1,least
1,learn
1,lead
1,lazy
1,lay
1,law
1,laugh
1,late
1,last
1,large
1,land
1,lake
1,lady
1,know
1,knock
1,kitchen
1,kiss
1,king
1,kind
1,kill
1,kid
1,kick
1,key
1,keep
1,just
1,jump
1,judge
1,joke
1,join
1,job
1,it
1,issue
1,island
1,involve
1,into
1,internet
1,interest
1,insure
1,instead
1,inside
1,inform
1,indeed
1,in
1,important
1,imagine
1,if
1,idea
1,ice
1,i
1,husband
1,hurt
1,hurry
1,hunt
1,hunger
1,hundred
1,human
1,huge
1,however
1,how
1,house
1,hour
1,hot
1,hospital
1,horse
1,horrible
1,hope
1,honour
1,honest
1,home
1,holiday
1,hole
1,hold
1,hit
1,history
1,hill
1,high
1,hide
1,here
1,help
1,hello
1,hell
1,heavy
1,heat
1,heart
1,hear
1,health
1,head
1,he
1,have
1,hate
1,hat
1,hardly
1,hard
1,happy
1,happen
1,hang
1,handle
1,hand
1,hall
1,half
1,hair
1,guy
1,gun
1,guess
1,grow
1,group
1,ground
1,grey
1,green
1,great
1,grass
1,grandfather
1,govern
1,goodbye
1,good
1,gold
1,god
1,go
1,glass
1,glance
1,glad
1,give
1,girl
1,get
1,gentle
1,general
1,gas
1,garden
1,game
1,further
1,fun
1,full
1,front
1,from
1,fright
1,friend
1,friday
1,fresh
1,freeze
1,free
1,four
1,forward
1,fortunate
1,form
1,forget
1,forest
1,force
1,for
1,football
1,foot
1,food
1,follow
1,fly
1,flower
1,floor
1,flat
1,fix
1,five
1,fit
1,fish
1,first
1,fire
1,finish
1,finger
1,fine
1,find
1,final
1,film
1,fill
1,figure
1,fight
1,field
1,few
1,fellow
1,feel
1,feed
1,fear
1,favourite
1,father
1,fat
1,fast
1,farm
1,far
1,family
1,fall
1,fair
1,fact
1,face
1,eye
1,extra
1,express
1,explain
1,experience
1,expensive
1,expect
1,excuse
1,excite
1,except
1,exact
1,every
1,ever
1,evening
1,even
1,especially
1,enter
1,enough
1,enjoy
1,engine
1,end
1,empty
1,employ
1,else
1,eleven
1,either
1,eight
1,egg
1,educate
1,edge
1,eat
1,easy
1,east
1,earth
1,early
1,ear
1,each
1,during
1,dry
1,drug
1,drop
1,drive
1,drink
1,dress
1,dream
1,draw
1,down
1,doubt
1,double
1,door
1,dog
1,doctor
1,do
1,discover
1,dirty
1,dinner
1,dig
1,difficult
1,different
1,difference
1,die
1,depend
1,delicious
1,degree
1,definite
1,deep
1,decide
1,death
1,dear
1,deal
1,dead
1,day
1,daughter
1,date
1,darling
1,dark
1,danger
1,dance
1,dad
1,cut
1,cup
1,cry
1,cross
1,crime
1,crazy
1,cover
1,court
1,course
1,couple
1,country
1,count
1,could
1,cost
1,corner
1,cool
1,cook
1,conversation
1,control
1,continue
1,consider
1,concern
1,computer
1,complete
1,company
1,comfort
1,come
1,colour
1,college
1,collect
1,cold
1,coffee
1,coat
1,club
1,clothes
1,closed
1,close
1,clock
1,climb
1,clear
1,clean
1,class
1,city
1,church
1,christmas
1,choose
1,choice
1,chip
1,child
1,chicken
1,check
1,cheap
1,charge
1,change
1,chance
1,chair
1,certain
1,centre
1,cause
1,catch
1,cat
1,case
1,carry
1,care
1,card
1,car
1,can
1,camp
1,call
1,cake
1,by
1,buy
1,but
1,busy
1,business
1,bush
1,bus
1,burn
1,build
1,brown
1,brother
1,bring
1,bright
1,breath
1,breakfast
1,break
1,bread
1,boy
1,box
1,bottom
1,bottle
1,bother
1,both
1,born
1,boring
1,book
1,bone
1,body
1,boat
1,board
1,blue
1,blow
1,blood
1,black
1,bit
1,birth
1,bird
1,billion
1,bill
1,big
1,beyond
1,between
1,better
1,bet
1,best
1,beside
1,beneath
1,below
1,believe
1,behind
1,begin
1,before
1,bed
1,become
1,because
1,beauty
1,beat
1,bear
1,beach
1,be
1,bath
1,basic
1,base
1,bar
1,bank
1,ball
1,bag
1,bad
1,back
1,baby
1,awful
1,away
1,aware
1,autumn
1,aunt
1,at
1,ask
1,ashamed
1,as
1,art
1,arrive
1,arrange
1,around
1,arm
1,area
1,appear
1,apparent
1,apart
1,any
1,answer
1,another
1,animal
1,angry
1,and
1,amount
1,among
1,amaze
1,always
1,although
1,also
1,alright
1,already
1,along
1,alone
1,almost
1,allow
1,all
1,air
1,ahead
1,agree
1,ago
1,age
1,against
1,again
1,afternoon
1,after
1,afraid
1,afford
1,advertise
1,admit
1,address
1,add
1,actual
1,act
1,across
1,accept
1,absolute
1,above
1,about
1,able
1,a
1,BE
1,THE
1,AND
1,A
1,THAT
1,TO
1,YOU
1,OF
1,IT
1,I
1,IN
1,THIS
1,HAVE
1,WE
1,SO
1,DO
1,NOT
1,THEY
1,WHAT
1,GO
1,ON
1,BUT
1,FOR
1,THERE
1,IF
1,CAN
1,SOME
1,ONE
1,GET
1,ABOUT
1,WITH
1,AS
1,AT
1,WILL
1,OR
1,HE
1,HERE
1,JUST
1,ALL
1,KNOW
1,SAY
1,LIKE
1,THEN
1,THINK
1,THING
1,BECAUSE
1,WHICH
1,RIGHT
1,FROM
1,BY
1,NOW
1,UP
1,SEE
1,OK
1,WOULD
1,OUT
1,VERY
1,TIME
1,HOW
1,MAKE
1,LOOK
1,WHEN
1,WANT
1,WAY
1,MORE
1,WELL
1,OTHER
1,PEOPLE
1,TWO
1,YES
1,ANY
1,USE
1,ACTUAL
1,REALLY
1,TAKE
1,WHERE
1,COME
1,KIND
1,MEAN
1,COULD
1,WORK
1,NO
1,WHO
1,TALK
1,INTO
1,GIVE
1,POINT
1,LET
1,OVER
1,ALSO
1,DIFFERENT
1,CALL
1,THAN
1,EVERY
1,MUCH
1,FIRST
1,GOOD
1,BACK
1,SAME
1,LOT
1,LITTLE
1,THREE
1,NEED
1,PROBLEM
1,PUT
1,ONLY
1,CASE
1,QUESTION
1,SORT
1,DOWN
1,HAPPEN
1,THROUGH
1,NUMBER
1,FIND
1,PART
1,WHY
1,TRY
1,YEAR
1,START
1,SHOULD
1,MIGHT
1,AGAIN
1,CHANGE
1,MOST
1,SYSTEM
1,MANY
1,COURSE
1,BIG
1,ANOTHER
1,EVEN
1,SHOW
1,INTEREST
1,BIT
1,WRITE
1,MOVE
1,BETWEEN
1,NEW
1,HIGH
1,SHE
1,TERM
1,FACT
1,IDEA
1,STATE
1,FOUR
1,TELL
1,FIVE
1,END
1,PROBABLY
1,IMPORTANT
1,WORLD
1,BEFORE
1,BASIC
1,SET
1,MAY
1,PARTICULAR
1,BUILD
1,SECOND
1,GREAT
1,AROUND
1,LONG
1,CERTAIN
1,EACH
1,MAYBE
1,NEXT
1,STILL
1,SIMPLE
1,LAST
1,PLACE
1,AFTER
1,OFF
1,SMALL
1,WORD
1,REASON
1,SENSE
1,LINE
1,BECOME
1,TURN
1,GROUP
1,TODAY
1,ACT
1,ABLE
1,READ
1,CLASS
1,ORDER
1,ASK
1,QUITE
1,WHOLE
1,DAY
1,UNDERSTAND
1,BOTH
1,REMEMBER
1,TOO
1,LARGE
1,ADD
1,FORM
1,PLUS
1,NINE
1,POSSIBLE
1,RELATE
1,WATER
1,GUY
1,SPACE
1,POWER
1,PERSON
1,LEVEL
1,BETTER
1,ALWAYS
1,SIDE
1,GENERAL
1,HAND
1,LAW
1,LESS
1,EXACT
1,FORCE
1,ZERO
1,REAL
1,LIFE
1,RUN
1,LATE
1,NAME
1,SIX
1,AREA
1,BASE
1,HISTORY
1,PRETTY
1,BEGIN
1,ANSWER
1,WHETHER
1,EIGHT
1,WEEK
1,SQUARE
1,SURE
1,KEEP
1,CONTROL
1,RATE
1,TYPE
1,COUNTRY
1,LEFT
1,GROW
1,NATURE
1,SEEM
1,STUDENT
1,TOGETHER
1,FEW
1,BOOK
1,MARKET
1,GOVERN
1,INFORM
1,EASY
1,TRUE
1,OWN
1,ELSE
1,MAN
1,AWAY
1,STUFF
1,HELP
1,PLAY
1,COST
1,ISSUE
1,DIFFERENCE
1,BODY
1,HUMAN
1,FIELD
1,EARLY
1,LEARN
1,BRING
1,CLEAR
1,LIVE
1,FEEL
1,WIN
1,LEAST
1,LEAD
1,CENTRE
1,FOLLOW
1,TEST
1,PICTURE
1,NEVER
1,ENOUGH
1,FREE
1,STUDY
1,DEPEND
1,SCHOOL
1,MINUTE
1,ONCE
1,COMPUTER
1,VIEW
1,ALREADY
1,SUCH
1,SEVEN
1,PROGRAMME
1,FAR
1,CAUSE
1,HARD
1,YET
1,SUPPOSE
1,OBVIOUS
1,BAD
1,OFTEN
1,EITHER
1,CLOSE
1,CHARGE
1,UNDER
1,PAY
1,THOUGH
1,DEAL
1,CARE
1,EXPECT
1,COMPANY
1,FIGURE
1,HALF
1,SCIENCE
1,MATTER
1,DRAW
1,RATHER
1,LIST
1,ARM
1,TEN
1,WITHIN
1,BELIEVE
1,STEP
1,LIGHT
1,OLD
1,HUNDRED
1,TWENTY
1,NATION
1,ALLOW
1,TOP
1,COMPLETE
1,LOVE
1,AMOUNT
1,HEAR
1,MONEY
1,COUPLE
1,NORMAL
1,STORY
1,FINAL
1,ALONG
1,IMAGINE
1,MOMENT
1,MENTION
1,CHILD
1,BREAK
1,EXPLAIN
1,PIECE
1,HOPE
1,BEST
1,OPEN
1,LOW
1,SIZE
1,PRESENT
1,WITHOUT
1,USUAL
1,RULE
1,SORRY
1,POSITION
1,TOTAL
1,EVER
1,ACROSS
1,WAVE
1,BLACK
1,NOTHING
1,ALMOST
1,INVOLVE
1,HOLD
1,DEATH
1,MUST
1,LOSE
1,PLAN
1,SINGLE
1,PICK
1,GUESS
1,PASS
1,NOTICE
1,WHITE
1,MANAGE
1,HEAD
1,INSIDE
1,QUICK
1,PUBLIC
1,HOME
1,AIR
1,DEGREE
1,SITUATION
1,CONSIDER
1,WRONG
1,NICE
1,CONTINUE
1,WHILE
1,WOMAN
1,MIND
1,SHORT
1,STAR
1,EXPERIENCE
1,DURING
1,STOP
1,FALL
1,BUY
1,AGAINST
1,THANK
1,HOUSE
1,ROOM
1,CITY
1,DECIDE
1,LEAVE
1,KEY
1,SIT
1,CHOOSE
1,LAND
1,SPEAK
1,MEET
1,STAND
1,MILLION
1,HEALTH
1,MAIN
1,LOCAL
1,HOUR
1,SELL
1,THOUSAND
1,DIFFICULT
1,PAPER
1,UNTIL
1,SPEND
1,DRIVE
1,FAST
1,FRONT
1,DIE
1,FAIR
1,AGO
1,PERHAPS
1,STRONG
1,TREE
1,SEND
1,CUT
1,EXPRESS
1,ABSOLUTE
1,RETURN
1,BUSINESS
1,DEEP
1,EDUCATE
1,TEND
1,GAME
1,SHARE
1,GROUND
1,NECESSARY
1,RED
1,FULL
1,SINCE
1,WALL
1,ALTHOUGH
1,JOB
1,SIGN
1,NOTE
1,FACE
1,MIDDLE
1,CARRY
1,FAMILY
1,HUGE
1,RIGHTS
1,TOWARD
1,SUGGEST
1,AGREE
1,KILL
1,WEIGHT
1,AGE
1,INSTEAD
1,SPECIAL
1,LOAD
1,WORRY
1,PROTECT
1,LAUGH
1,SOUTH
1,PERFECT
1,NEAR
1,CROSS
1,BOTTOM
1,COVER
1,CONCERN
1,STORE
1,ALRIGHT
1,MAJOR
1,SHAPE
1,WALK
1,FEED
1,REST
1,CHECK
1,SERVICE
1,MEMBER
1,PAGE
1,CAR
1,BOARD
1,NORTH
1,SUPPORT
1,DROP
1,TABLE
1,STAGE
1,ABOVE
1,YOUNG
1,TREAT
1,WEB
1,PAST
1,THIRTY
1,STAY
1,ANIMAL
1,CHOICE
1,HEAT
1,RECORD
1,FINE
1,MONTH
1,APPEAR
1,COUNT
1,WAIT
1,RAISE
1,ESPECIALLY
1,PARTY
1,BAR
1,HIT
1,COLLECT
1,BEHIND
1,NIGHT
1,FIGHT
1,PLANT
1,DOUBLE
1,HAPPY
1,DRUG
1,FUN
1,PUSH
1,WONDER
1,SEX
1,PULL
1,TEAM
1,FURTHER
1,PARENT
1,SLOW
1,COOL
1,SOUND
1,FIX
1,FRIEND
1,RISE
1,WATCH
1,SERVE
1,WORSE
1,TRAIN
1,REALISE
1,COLOUR
1,MARK
1,WIDE
1,SEVERAL
1,FIT
1,FORGET
1,HOWEVER
1,KID
1,SUBJECT
1,FINISH
1,REPORT
1,GAS
1,SAFE
1,PAIR
1,INDEED
1,ROUND
1,STREET
1,ACCEPT
1,DOCTOR
1,CHANCE
1,DEFINITE
1,STRAIGHT
1,POST
1,EDGE
1,FLY
1,STICK
1,AMONG
1,BLUE
1,FILL
1,WORTH
1,DISCOVER
1,POOR
1,REACH
1,MISS
1,SLIGHT
1,FORWARD
1,ROUGH
1,GREEN
1,FARM
1,READY
1,OFFER
1,EYE
1,RESPONSIBLE
1,COLD
1,SELF
1,HELLO
1,UPON
1,AHEAD
1,OFFICE
1,THROW
1,GOD
1,PLEASE
1,BOX
1,PHOTOGRAPH
1,RECENT
1,NOBODY
1,FOOT
1,MOVIE
1,SERIOUS
1,SURPRISE
1,OWNED
1,EXCEPT
1,DATE
1,LETTER
1,ENTER
1,SAVE
1,MORNING
1,TRACK
1,DOOR
1,FISH
1,PACK
1,FIRE
1,JUDGE
1,DANGER
1,TAX
1,BELOW
1,BEAUTY
1,PAIN
1,EMPLOY
1,BABY
1,BILLION
1,DRINK
1,DEAD
1,EXTRA
1,HOLE
1,WEST
1,STRIKE
1,PROPER
1,APART
1,BEAR
1,ISLAND
1,HOT
1,OIL
1,BALL
1,EAST
1,UNLESS
1,PREPARE
1,SOON
1,BORN
1,TELEPHONE
1,HEAVY
1,LAY
1,ADVERTISE
1,CATCH
1,ARRANGE
1,SUDDEN
1,BILL
1,SHOOT
1,RIVER
1,BEYOND
1,EXCITE
1,RACE
1,BURN
1,AMAZE
1,TROUBLE
1,CLOCK
1,SECURE
1,LIE
1,TRAVEL
1,HANG
1,FEAR
1,VIDEO
1,AWARE
1,MOTHER
1,SHIP
1,POLICE
1,RAIN
1,DARK
1,TOWN
1,FORTUNATE
1,NEIGHBOUR
1,CLOSED
1,ROAD
1,BIRTH
1,NEWS
1,SUMMER
1,SPRING
1,KING
1,JUMP
1,LISTEN
1,MUSIC
1,PARK
1,BLOW
1,POUND
1,THURSDAY
1,SHOP
1,EXPENSIVE
1,WINDOW
1,VISIT
1,TOUCH
1,JOIN
1,TERRIBLE
1,MISTAKE
1,STATION
1,RICH
1,RID
1,RING
1,SUIT
1,MONDAY
1,TRUTH
1,COLLEGE
1,TRUST
1,TELEVISION
1,CONVERSATION
1,WASTE
1,MILE
1,MASTER
1,LUCK
1,TIE
1,SPOT
1,FLAT
1,OUGHT
1,QUARTER
1,HANDLE
1,WEDNESDAY
1,WEAR
1,PRESS
1,TWELVE
1,BEAT
1,ALONE
1,EGG
1,BRIGHT
1,BOY
1,FLOOR
1,NOISE
1,FATHER
1,NONE
1,TAPE
1,FRIDAY
1,CORNER
1,SMOKE
1,ROCK
1,TUESDAY
1,BROWN
1,BUS
1,ODD
1,PROMISE
1,SON
1,GOLD
1,ENJOY
1,EMPTY
1,APPARENT
1,POP
1,LAKE
1,LOCK
1,ROLL
1,SKIN
1,STRANGE
1,MESS
1,GLASS
1,WISH
1,HAT
1,LIFT
1,ARRIVE
1,CHEAP
1,DREAM
1,CRAZY
1,DOUBT
1,SHALL
1,DOG
1,GUN
1,FOREST
1,BROTHER
1,COMFORT
1,TIGHT
1,WINE
1,GIRL
1,MARRY
1,MISTER
1,TAIL
1,CARD
1,SETTLE
1,SLEEP
1,DRY
1,WIFE
1,BED
1,HOSPITAL
1,THICK
1,SIR
1,HIDE
1,WOOD
1,RIDE
1,HAIR
1,YELLOW
1,HUNT
1,TOMORROW
1,VOICE
1,MOUNTAIN
1,RADIO
1,INTERNET
1,SHAKE
1,HONOUR
1,LEG
1,SONG
1,YESTERDAY
1,HORSE
1,WHEEL
1,HATE
1,WEATHER
1,BOAT
1,SHUT
1,SEAT
1,FAVOURITE
1,ELEVEN
1,HELL
1,TASTE
1,SICK
1,OFFICER
1,HALL
1,GRANDFATHER
1,WAKE
1,MILK
1,EXCUSE
1,MOUTH
1,SPORT
1,ADMIT
1,UNDERNEATH
1,SKY
1,AFRAID
1,FELLOW
1,AFTERNOON
1,BAG
1,HURT
1,FREEZE
1,HONEST
1,TRIP
1,AWFUL
1,yearly
1,website
2,yell
2,wrap
2,wound
2,worm
2,wool
2,wolf
2,witness
2,wise
2,wire
2,wipe
2,wing
2,wicked
2,whistle
2,whip
2,whereas
2,western
2,welcome
2,weird
2,weed
2,weapon
2,weak
2,warn
2,wander
2,wage
2,vote
2,violent
2,village
2,victim
2,version
2,vehicle
2,vegetable
2,vary
2,various
2,value
2,valley
2,upset
2,upper
2,university
2,unite
2,unit
2,union
2,typical
2,twist
2,twin
2,tune
2,trunk
2,truck
2,trick
2,trial
2,tray
2,trap
2,transfer
2,traffic
2,tradition
2,trade
2,trace
2,toy
2,tower
2,towel
2,tour
2,tough
2,topic
2,tool
2,tongue
2,tone
2,tomato
2,toilet
2,toe
2,toast
2,title
2,tip
2,tiny
2,tin
2,tide
2,ticket
2,thus
2,threat
2,thin
2,thief
2,therefore
2,theatre
2,th
2,tent
2,tense
2,tempt
2,teenage
2,technology
2,tease
2,taxi
2,tap
2,tank
2,tale
2,sword
2,switch
2,swing
2,sweep
2,swear
2,swallow
2,suspicion
2,suspect
2,survive
2,surround
2,surface
2,supply
2,super
2,sugar
2,suffer
2,suck
2,success
2,style
2,struggle
2,stroke
2,strip
2,string
2,stretch
2,stress
2,strength
2,stream
2,strawberry
2,storm
2,stomach
2,stock
2,stir
2,stiff
2,steel
2,steam
2,steak
2,steady
2,states
2,starve
2,standard
2,stamp
2,stairs
2,staff
2,stable
2,spread
2,spray
2,spoil
2,split
2,spirit
2,spin
2,spell
2,speed
2,speech
2,specific
2,species
2,spare
2,southern
2,soup
2,soul
2,sorted
2,sore
2,somewhat
2,solid
2,soldier
2,soil
2,sock
2,society
2,social
2,snap
2,snake
2,smooth
2,smash
2,smart
2,slide
2,slave
2,skirt
2,skill
2,ski
2,site
2,sink
2,similar
2,silver
2,silence
2,signal
2,shower
2,shove
2,shore
2,shock
2,shiver
2,shine
2,shift
2,shelter
2,shell
2,shelf
2,sheet
2,sheep
2,shed
2,shave
2,sharp
2,shame
2,shadow
2,shade
2,sew
2,series
2,september
2,separate
2,sentence
2,senior
2,select
2,seek
2,seed
2,section
2,secret
2,seconds
2,season
2,search
2,seal
2,screw
2,screen
2,scream
2,scratch
2,score
2,schedule
2,scene
2,scale
2,sausage
2,sauce
2,satisfy
2,sandwich
2,sand
2,salt
2,sale
2,salary
2,salad
2,sake
2,saint
2,rush
2,ruin
2,rude
2,rub
2,royal
2,row
2,rot
2,rope
2,root
2,roof
2,role
2,rob
2,roar
2,risk
2,rip
2,ridiculous
2,rice
2,retire
2,result
2,restaurant
2,respect
2,resist
2,reserve
2,research
2,require
2,represent
2,replace
2,repeat
2,repair
2,remove
2,remind
2,remark
2,remain
2,rely
2,relief
2,release
2,relax
2,regular
2,register
2,region
2,regard
2,refuse
2,refrigerator
2,refer
2,reduce
2,recover
2,recommend
2,recognize
2,reckon
2,recipe
2,receive
2,recall
2,react
2,ray
2,rat
2,rare
2,rapid
2,range
2,quote
2,quit
2,quality
2,qualify
2,purpose
2,purple
2,pure
2,purchase
2,pup
2,punish
2,punch
2,pump
2,pudding
2,pub
2,provide
2,prove
2,proud
2,protest
2,propose
2,property
2,pronounce
2,project
2,progress
2,profession
2,product
2,produce
2,process
2,private
2,privacy
2,print
2,prime
2,pride
2,previous
2,prevent
2,pretend
2,presume
2,pressure
2,president
2,pregnant
2,prefer
2,pray
2,practise
2,practical
2,pour
2,potato
2,possess
2,positive
2,port
2,population
2,popular
2,pool
2,pollute
2,politics
2,polite
2,polish
2,policy
2,pole
2,poison
2,poet
2,poem
2,pocket
2,plug
2,pleasure
2,pleasant
2,plate
2,plastic
2,planet
2,plane
2,plain
2,pity
2,pitch
2,pipe
2,pink
2,pine
2,pin
2,pile
2,pig
2,pie
2,piano
2,physical
2,pet
2,period
2,perform
2,percent
2,per
2,pension
2,pen
2,peace
2,pause
2,pattern
2,patient
2,path
2,patch
2,pat
2,partner
2,panic
2,pan
2,owe
2,oven
2,otherwise
2,original
2,organize
2,ordinary
2,option
2,opposite
2,oppose
2,opportunity
2,opinion
2,operate
2,onion
2,official
2,october
2,occur
2,occasion
2,observe
2,object
2,oak
2,nut
2,nowhere
2,november
2,northern
2,nor
2,non
2,newspaper
2,nest
2,nervous
2,nerve
2,neither
2,navy
2,native
2,nasty
2,narrow
2,nanny
2,nail
2,mystery
2,muscle
2,murder
2,mud
2,mow
2,mouse
2,mount
2,motor
2,moon
2,mood
2,monkey
2,modern
2,model
2,mix
2,mission
2,mirror
2,minus
2,minor
2,minister
2,mill
2,military
2,microwave
2,metre
2,metal
2,message
2,merry
2,mental
2,memory
2,melt
2,medicine
2,medical
2,meat
2,measure
2,maximum
2,mathematics
2,material
2,mate
2,match
2,massive
2,mass
2,mask
2,marvel
2,march
2,map
2,manner
2,mama
2,male
2,maintain
2,mail
2,magic
2,magazine
2,lump
2,lower
2,loss
2,loose
2,lone
2,log
2,locate
2,loan
2,lion
2,limit
2,likely
2,lightly
2,lid
2,licence
2,library
2,lesson
2,length
2,lend
2,legal
2,leap
2,lean
2,league
2,lawyer
2,lawn
2,lasted
2,language
2,lane
2,lamp
2,lamb
2,lack
2,labour
2,laboratory
2,knowledge
2,knit
2,knife
2,knee
2,kindly
2,kilometre
2,keen
2,justice
2,junior
2,june
2,july
2,juice
2,joy
2,journey
2,jeans
2,jaw
2,january
2,jam
2,jacket
2,item
2,iron
2,invite
2,investigate
2,introduce
2,interview
2,interrupt
2,intent
2,intense
2,intend
2,instrument
2,instruct
2,instant
2,instance
2,inspect
2,insist
2,innocent
2,injure
2,influence
2,industry
2,individual
2,indicate
2,incredible
2,increase
2,income
2,include
2,inch
2,improve
2,impress
2,immediate
2,image
2,illustrate
2,ill
2,ignore
2,idiot
2,identify
2,hotel
2,hook
2,honey
2,hobby
2,hire
2,hesitate
2,hero
2,height
2,hedge
2,heaven
2,heap
2,harm
2,handy
2,habit
2,guilty
2,guide
2,guest
2,guard
2,guarantee
2,grocer
2,grin
2,grant
2,grand
2,grade
2,grace
2,grab
2,gorgeous
2,golf
2,goal
2,glory
2,gift
2,giant
2,ghost
2,gentleman
2,generation
2,gear
2,gay
2,gather
2,gate
2,garage
2,gain
2,future
2,furniture
2,fur
2,fund
2,fry
2,frustrate
2,fruit
2,frost
2,frog
2,frankly
2,frame
2,fox
2,fortune
2,fortnight
2,forth
2,forgive
2,foreign
2,fool
2,folk
2,fold
2,flow
2,flood
2,float
2,flip
2,flight
2,flash
2,flame
2,flag
2,firm
2,finance
2,file
2,fetch
2,fence
2,female
2,february
2,feature
2,feather
2,favour
2,fault
2,fashion
2,fascinate
2,fantastic
